LONG,LAT,IGNORE4,NAME,PHONE,AVAILABILITY,NOTES,STATE,REGION,AREA
-124.092,46.793,GRAY,Grayland Beach State Park,360.268.9717,all year,,WA,S,Grayland
-119.627,48.451,GREE,Green Lake - WDFW,,,Fish/Wildlife sites may have few facilitiies,WA,N,Okanogan
-121.534,45.998,GULE,Guler - Mt. Adams Park,509.773.4616,,unknown facilities,WA,W,Trout Lake
-118.152,48.561,HAAG,Haag Cove - Lake Roosevelt National Rec Area,509.633.9441,all year,,WA,SW,Kettle Falls
-121.096,46.981,HALF,Halfway Flat,509.653.1410/509.664.9200,,,WA,NW,Naches
-123.122,47.595,HAMM,Hamma Hamma,/360.956.2300,,,WA,N,Lilliwaup
-120.669,48.721,HART,Harts Pass,509.996.4003/509.664.9200,,no RV,WA,NW,Mazama
-121.08,46.675,HAUS,Hause Creek,509.653.1410/509.664.9200,mid may-late sep,,WA,W,Naches
-118.325,47.816,HAWK,Hawk Creek  - Lake Roosevelt National Rec Area,509.633.9441,all year,,WA,E,Coulee Dam
-119.184,46.931,HEAR,Heart Lake - WDFW,,,Fish/Wildlife sites may have few facilitiies,WA,W,Warden
-123.427,48.035,HEAR,Heart O The Hills - Olympic National Park,360.565.3130,,,WA,S,Port Angeles
-121.264,46.966,HELL,Hells Crossing,509.653.1410/509.664.9200,early jun-late sep,,WA,W,Cliffdell
-124.25,47.81,HOHO,Hoh Oxbow- State Forest,360.374.2800,see agency web site for open/closed status,,WA,SE,Forks
-124.25,47.81,HOHR,Hoh Rain Forest - Olympic National Park,360.565.3130,,,WA,SE,Forks
-122.469,47.12,HOLI,Holiday Park Military - McChord AFB,253.982.5488,,military only - do not use our lat/lon - contact them for directions and info,WA,,
-121.776,45.71,HOME,Home Valley Campground,,,,WA,N,Home Valley
-120.265,48.696,HONE,Honeymoon,509.996.4003/509.664.9200,,,WA,N,Winthrop
-119.016,46.213,HOOD,Hood Park,509.547.2048,early may-late sep,,WA,SE,Pasco
-119.439,46.378,HORN,Horn Rapids County Park,509.531.7016,,unknown facilities,WA,N,Benton City
-121.677,48.67,HORC,Horseshoe Cove,360.856.5700/425.783.6000,mid may-late sep,,WA,NE,Burlington
-121.565,46.31,HORS,Horseshoe Lake,360.497.1105/360.891.5001,,,WA,SE,Randle
-121.598,48.484,HOWA,Howard Miller Steelhead County Park,360.853.8808,,,WA,S,Rockport
-121.065,49,HOZO,Hozomeen  - North Cascades National Park,360.854.7200,,rough road - access is from Canada only,WA,N,Newhalem
-118.23,48.126,HUNT,Hunters  - Lake Roosevelt National Rec Area,509.633.9441,all year,,WA,NW,Hunters
-118.879,46.253,ICEH,Ice Harbor Ramp - Lake Sacajawea,,,unknown facil,WA,NE,Burbank
-120.904,47.113,ICEW,Icewater Creek,509.852.1100/509.664.9200,,,WA,S,Cle Elum
-120.848,47.607,IDAC,Ida Creek,509.548.6977/509.664.9200,,,WA,W,Leavenworth
-122.527,46.549,IKEK,Ike Kinswa State Park,360.983.3402,all year,,WA,NW,Mossyrock
-122.599,47.597,ILLA,Illahee State Park,360.478.6460,all year,,WA,NE,Bremerton
-117.471,46.696,ILLI,Illia Landing - Lake Bryan,509.751.0240,,unknown facil,WA,E,Starbuck
-120.956,47.29,INDI,Indian Camp- State Forest,509.925.8510,see agency web site for open/closed status,,WA,N,Cle Elum
-121.243,46.645,INDI,Indian Creek,509.653.1410/509.664.9200,early jun-mid sep,,WA,W,Naches
-121.143,46.98,INDF,Indian Flat,509.653.2205,,,WA,NW,Naches
-121.83,46.978,IPSU,Ipsut Creek - Mount Rainier National Park,360.569.2211,all year,walk to sites only,WA,SE,Enumclaw
-121.984,46.431,IRON,Iron Creek,360.497.1105/360.891.5001,mid may-mid sep,,WA,S,Randle
-119.901,48.387,JRRR,J R,509.996.4003/509.664.9200,,,WA,E,Twisp
-122.885,47.284,JARR,Jarrell Cove State Park,888.226.7688.,all year,,WA,NE,Shelton
-122.783,48.135,JEFF,Jefferson County Fairgrounds,360.385.1013,,,WA,NW,Port Townsend
-121.936,48.2,JIMC,Jim Creek Wilderness Military,425.304.5315,,military only - do not use our lat/lon - contact them for directions and info,WA,N,Granite Falls
-122.808,47.226,JOEM,Joemma Beach State Park,,all year,,WA,SW,Lakebay
-120.817,47.598,JOHN,Johnny Creek,509.548.6977/509.664.9200,,,WA,W,Leavenworth
-118.583,47.919,JONE,Jones Bay - Lake Roosevelt National Rec Area,509.633.9441,all year,,WA,E,Coulee Dam
-117.965,45.829,JUBI,Jubilee Lake,509.522.6290,,,WA,SE,Walla Walla
-123.86,47.492,JULY,July Creek,,,walk to sites only,WA,NE,Amanda Park
-120.399,47.994,JUNI,Junior Point,509.682.2576/509.664.9200,,,WA,NW,Chelan
-118.825,46.428,JUNI,Juniper Dunes OHV,,,unknown facil - maybe none,WA,NE,Kennewick
-121.247,47.356,KACH,Kachess,509.852.1100/509.664.9200,early jun-late aug,,WA,N,Easton
-124.375,47.61,KALA,Kalaloch - Olympic National Park,360.565.3132,mid jun-late aug,,WA,NW,Quetts
-117.155,46.869,KAMI,Kamiak Butte County Park,509.397.6238,,unknown facilities - gate locked at dusk,WA,N,Pullman
-118.117,48.679,KAML,Kamloops - Lake Roosevelt National Rec Area,509.633.9441,all year,,WA,,
-121.904,47.314,KANA,Kanaskat Palmer Recreation Area,360.886.0148,all year,,WA,NE,Enumclaw
-121.13,47.011,KANE,Kaner Flat,509.653.1410/509.664.9200,,,WA,NE,American River
-122.367,48.135,KAYA,Kayak Point Regional Park,360.568.2274,,,WA,S,Stanwood
-118.692,47.929,KELL,Keller Ferry - Lake Roosevelt National Rec Area,509.633.9441,all year,,WA,N,Wilbur
-119.789,48.612,KERR,Kerr,509.486.2186/509.664.9200,,,WA,NW,Conconully
-118.121,48.604,KETF,Kettle Falls - Lake Roosevelt National Rec Area,509.738.6266,all year,,WA,W,Kettle Falls
-118.122,48.715,KETR,Kettle River - Lake Roosevelt National Rec Area,509.633.9441,all year,,WA,,
-121.548,46.295,KILL,Killen Creek,360.497.1105/360.891.5001,,,WA,,
-122.652,47.817,KITS,Kitsap Memorial State Park,360.779.3205,all year,,WA,N,Poulsbo
-124.302,47.964,KLAH,Klahanie,360.374.6522/360.956.2300,,,WA,,
-124.114,48.066,KLAW,Klahowya,360.374.6522/360.956.2300,,,WA,E,Sappho
-120.514,48.598,KLIP,Klipchuck,509.996.4003/509.664.9200,,,WA,W,Mazama
-122.679,47.308,KOPA,Kopachuck State Park,253.265.3606,mid mar-late sep,,WA,W,Gig Harbor
-121.585,46.675,LAWI,La Wis Wis,360.497.1105/360.891.5001,mid may-mid sep,,WA,NE,Packwood
-117.672,46.198,LADY,Ladybug,509.843.1891/541.278.3716,,,WA,S,Pomeroy
-120.193,47.871,LAKC,Lake Chelan State Park,509.687.3710,all year,,WA,W,Chelan
-120.517,47.937,LAKC,Lake Creek,509.784.4700,mid may-mid sep,unknown facilities,WA,NW,Ardenvoir
-120.517,47.937,LAKE,Lake Creek  - Ent,509.784.1511/509.664.9200,,,WA,NW,Ardenvoir
-121.013,47.876,LAKW,Lake Creek  - Law,509.548.6977/509.664.9200,,,WA,NW,Leavenworth
-121.201,47.255,LAKP,Lake Easton State Park,509.656.2586,all year,,WA,NW,Easton
-118.246,48.502,LAKL,Lake Ellen,509.738.7700/509.684.7000,,,WA,SW,Kettle Falls
-118.767,46.332,LAKE,Lake Emma - Lake Sacajawea,,,unknown facil,WA,NE,Burbank
-117.539,48.613,LAKG,Lake Gillette,509.738.7700/509.684.7000,,,WA,SW,Ione
-122.876,47.898,LAKE,Lake Leland County Park,,early may-late sep,unknown facilities,WA,N,Quilcene
-117.497,48.649,LAKO,Lake Leo,509.738.7700/509.684.7000,,,WA,E,Colville
-122.32,46.095,LAKE,Lake Merrill- State Forest,360.577.2025,see agency web site for open/closed status,Discovery Pass required.,WA,NE,Ariel
-123.59,46.998,LAKS,Lake Sylvia State Park,360.249.3621,ealry apr-late sep,,WA,NE,Montesano
-117.535,48.624,LAKT,Lake Thomas,509.738.7700/509.684.7000,,,WA,SW,Ione
-120.728,47.812,LAWS,Lake Wenatchee State Park,509.763.3101,all year,dispersed,WA,N,Leavenworth
-120.027,47.846,LAKR,Lakeshore RV Park,509.682.8023,,,WA,W,Chelan
-118.739,47.414,LAKV,Lakeview Ranch,,,,WA,N,Odessa
-122.491,48.656,LARR,Larrabee State Park,360.676.2093,all year,,WA,S,Bellingham
-119.696,48.36,LEAD,Leader Lake- State Forest,,see agency web site for open/closed status,,WA,W,Okanogan
-119.564,48.377,LEGI,Legion RV Park - Okanogan,509.422.3600,,,WA,NE,Okanogan
-121.119,45.937,LEID,Leidl South - WDFW,,all year,Fish/Wildlife sites may have few facilitiies,WA,NW,Goldendale
-123.156,47.6,LENA,Lena Creek,/360.956.2300,,,WA,N,Lilliwaup
-122.813,46.518,LEWI,Lewis and Clark State Park,360.864.2643,all year,,WA,E,Winlock
-118.072,46.288,LEWT,Lewis and Clark Trail State Park,509.337.6457,mid apr-mid oct,,WA,E,Waitsburg
-117.06,47.637,LIBE,Liberty Lake Regional Park,509.477.4730,early jun-late aug,,WA,SE,Liberty Lake
-123.081,48.973,LIGH,Lighthouse Marine County Park,360.945.4911,,,WA,SW,Point Roberts
-120.284,47.536,LINC,Lincoln Rock State Park,509.884.8702,mid mar-mid oct,,WA,N,East Wenatchee
-119.223,46.986,LIND,Lind Coulee Island Site WDFW,,all year,Fish/Wildlife sites may have few facilitiies,WA,W,Warden
-119.21,46.99,LINC,Lind Coulee West Bridge Site WDFW,,all year,Fish/Wildlife sites may have few facilitiies,WA,W,Warden
-121.713,46.038,LITG,Little Goose,509.395.3401/360.891.5001,,,WA,W,Trout Lake
-121.098,46.99,LITN,Little Naches,509.653.1410/509.664.9200,early jun-mid sep,,WA,NW,Cliffdell
-117.644,48.574,LITT,Little Twin,509.738.7700/509.684.7000,,,WA,E,Colville
-120.449,46.814,LMUM,Lmuma  Creek  - Yakima River Canyon,509.536.1200,mid may-mid sep,unknown facil,WA,S,Ellensburg
-121.384,46.916,LODG,Lodgepole,509.653.1410/509.664.9200,early jun-mid sep,,WA,NE,American River
-120.624,48.581,LONE,Lone Fir,509.996.4003/509.664.9200,,,WA,W,Mazama
-118.81,48.501,LONG,Long Lake,509.775.7400/509.684.7000,,,WA,S,Republic
-119.132,48.611,LONT,Long Lake (Tonasket) - WDFW,,,Fish/Wildlife sites may have few facilitiies,WA,SE,Tonasket
-119.2,46.93,LONW,Long Lake (Warden) - WDFW,,all year,Fish/Wildlife sites may have few facilitiies,WA,W,Warden
-121.219,47.063,LOSM,Lost - Long Meadow - Ponderosa,509.653.1410/509.664.9200,,,WA,SW,Cle Elum
-119.05,48.854,LOSL,Lost Lake,509.486.2186/509.664.9200,,,WA,N,Wauconda
-122.845,46.002,LOUS,Louis Rasmussen RV Park,360.673.2626,,,WA,S,Kalama
-119.902,48.396,LOUP,Loup Loup,509.996.4003/509.664.9200,,,WA,,
-121.878,46.157,LOWF,Lower Falls,360.449.7810/360.891.5001,,,WA,E,Cougar
-117.434,46.666,LOWE,Lower Granite Lock and Dam - Lake Bryan,,,unknown facil,WA,W,Pullman
-119.203,46.895,LYLE,Lyle Lake - WDFW,,early may-late oct,Fish/Wildlife sites may have few facilitiies,WA,N,Othello
-118.219,46.595,LYON,Lyons Ferry Park,509.751.0240,,,WA,S,Washtucna
-123.837,48.152,LYRE,Lyre River- State Forest,360.374.2800,see agency web site for open/closed status,,WA,W,Port Angeles
-118.941,46.024,MADA,Madame Dorion Park,509.545.8588,,,WA,S,Wallula
-120.942,46.997,MANA,Manastash Camp,509.852.1100/509.664.9200,,,WA,,
-122.55,47.576,MANC,Manchester State Park,360.871.4065,ealry apr-late sep,,WA,NE,Port Orchard
-121.66,48.686,MAPL,Maple Grove,360.856.5700/425.783.6000,,,WA,N,Concrete
-121.274,48.529,MARB,Marble Creek,360.856.5700/425.783.6000,early jun-mid sep,,WA,E,Marblemount
-118.057,48.669,MARC,Marcus Island - Lake Roosevelt National Rec Area,509.633.9441,all year,,WA,SW,Evans
-119.677,48.014,MARI,Marina RV Park - Bridgeport,509.686.4747,,nice park on columbia river,WA,NW,Bridgeport
-120.826,45.683,MARY,Maryhill State Park,509.773.5007,all year,,WA,S,Goldendale
-118.553,46.543,MATH,Mathews- Snake River,509.547.2048,,unknown facil,WA,,
-122.557,46.532,MAYF,Mayfield Lake County Park,360.985.2357,,,WA,W,Mossyrock
-120.676,48.711,MEAD,Meadows,509.996.4003/509.664.9200,,no RV,WA,NW,Mazama
-120.174,48.579,BOUL,Memorial - Boulder Creek - WDFW,,,Fish/Wildlife sites may have few facilitiies,WA,N,Winthrop
-121.537,47.554,MIDD,Middle Fork,/425.783.6000,early jun-mid sep,,WA,E,North Bend
-121.063,46.987,MILK,Milk Pond,509.653.1410/509.664.9200,,,WA,NW,Naches
-117.291,48.854,MILP,Mill Pond,509.446.7500/509.684.7000,,,WA,E,Metaline
-121.536,47.691,MILR,Miller River,541.338.7869,early jun-mid sep,Must stop at Money Creek Camp to get key for Miller River Camp,WA,SW,Baring
-122.906,46.91,MILL,Millersylvania State Park,360.753.1519,all year,,WA,S,Olympia
-119.22,47.755,MILL,Million Dollar North - WDFW,,all year,Fish/Wildlife sites may have few facilitiies,WA,N,Coulee City
-121.162,48.463,MINE,Mineral Park,360.856.5700/425.783.6000,early jun-mid sep,,WA,E,Marblemount
-120.699,47.29,MINE,Mineral Springs,,,,WA,NE,Cle Elum
-121.118,45.82,MINE,Mineral Springs - WDFW,,all year,Fish/Wildlife sites may have few facilitiies,WA,E,Klichitat
-124.172,47.818,MINN,Minnie Peterson- State Forest,360.374.2800,see agency web site for open/closed status,,WA,SE,Forks
-120.192,47.97,MITC,Mitchell Creek,509.682.2576/509.664.9200,,private boat or ferry from Chelan,WA,N,Manson
-121.408,47.729,MONE,Money Creek,360.677.2414/425.783.6000,early jun-mid sep,,WA,NW,Skykomish
-121.392,47.987,MONT,Monte Cristo,360.436.1155/425.783.6000,,,WA,,
-120.616,48.236,MOOR,Moore Point,509.682.2576/509.664.9200,,private boat or ferry from Chelan,WA,S,Stehekin
-124.608,47.918,MORA,Mora - Olympic National Park,360.565.3130,,,WA,W,Forks
-122.818,48.656,MORS,Moran State Park,360.376.2326,all year,take ferry - 4 campgrounds,WA,E,Orcas Island
-121.515,46.13,MORR,Morrison Creek,509.395.3401/360.891.5001,,,WA,,
-121.633,45.795,MOSS,Moss Creek,509.395.3401/360.891.5001,early jun-mid sep,,WA,S,White Salmon
-122.415,46.516,MOSR,Mossyrock Park,360.983.3402,,3 camping areas,WA,E,Mossyrock
-117.134,47.883,MOUN,Mount Spokane State Park,509.238.4258.,all year,,WA,NE,Mead
-121.862,46.939,MOWI,Mowich Lake - Mount Rainier National Park,360.569.2211,early jul-mid oct,walk to only,WA,S,Enumclaw
-120.472,48.402,MYST,Mystery,509.996.4003/509.664.9200,,,WA,W,Twisp
-120.896,47.921,NAPE,Napeequa Crossing,509.548.6977/509.664.9200,,,WA,NW,Leavenworth
-120.716,47.8,NASO,Nason Creek,509.548.6977/509.664.9200,,,WA,N,Coles Corner
-121.259,48.669,NEWH,Newhalem Creek  - North Cascades,360.856.1934,early jun-mid sep,,WA,SW,Newhalem
-120.221,48.633,NICE,Nice,509.996.4003/509.664.9200,,,WA,N,Winthrop
-117.235,46.477,NISQ,Nisqually John Landing,,,,WA,NW,Lewiston
-117.282,48.791,NOIS,Noisy Creek,509.446.7500/509.684.7000,mid may-late aug,,WA,SE,Metaline
-123.203,46.889,NORC,North Creek- State Forest,360.577.2025,see agency web site for open/closed status,,WA,N,Oakville
-121.786,46.451,NORF,North Fork,360.497.1105/360.891.5001,mid may-mid sep,,WA,SE,Randle
-120.581,47.987,NORT,North Fork,509.784.1511/509.664.9200,,,WA,NW,Entiat
-119.77,48.867,NORF,North Fork Nine Mile- State Forest,509.684.7474,see agency web site for open/closed status,,WA,NW,Loomis
-118.002,48.786,NORG,North Gorge - Lake Roosevelt National Rec Area-,509.633.9441,all year,,WA,,
-119.181,46.93,NORT,Northend Canal Lake North WDFW,,all year,Fish/Wildlife sites may have few facilitiies,WA,W,Warden
-119.906,46.839,NUNN,Nunnally - WDFW,,,Fish/Wildlife sites may have few facilitiies,WA,NE,Schwana
-122.73,48.022,OAKB,Oak Bay County Park,,,2 camping areas - Upper and Lower,WA,SE,Port Hadlock
-122.652,48.286,OAKH,Oak Harbor City Beach Park,360.679.5551,,,WA,SW,Oak Harbor
-122.829,48.602,OBST,Obstruction Pass State Park,360.902.8844,,Take auto ferry to Orcas Island.  Drive 16 mi to parking area or call taxi 360.376.8234. Hike-in .6 mile on unimproved trail. Secure food - racoons,WA,,Orcas Island
-124.164,47.034,OCEA,Ocean City State Park,360.289.3553,all year,,WA,N,Ocean Shores
-118.687,47.333,ODES,Odessa City Park,509.982.2401,,,WA,,Odessa
-118.71,47.328,ODES,Odessa Golf Club/RV Park,509.982.0093,,9 hole golf - walk to town,WA,,Odessa
-122.89,48.557,ODLI,Odlin Park  - Lopez Island,360.378.8420,,auto ferry - 1 mile from dock to camp,WA,NE,Lopez Island
-117.418,46.653,OFFI,Offield Landing - Lake Bryan,,,unknown facil,WA,NE,Pomeroy
-121.569,46.734,OHAN,Ohanapecosh - Mount Rainier National Park,360.569.2211,mid may-late sep,,WA,SE,Enumclaw
-119.573,48.366,OKAN,Okanogan County Fairground,509.422.1621,,,WA,NE,Okanogan
-121.623,45.872,OKLA,Oklahoma,509.395.3401/360.891.5001,early jun-mid sep,,WA,N,Cook
-121.618,46.289,OLAL,Olallie Lake,360.497.1105/360.891.5001,,,WA,,
-119.773,48.595,ORIO,Oriole,509.486.2186/509.664.9200,,,WA,N,Conconully
-119.433,48.949,OSOY,Osoyoos Lake Park,509.476.2926,,for reservations call park directly,WA,N,Oroville
-121.17,47.424,OWHI,Owhi,509.852.1100/509.664.9200,,Tent only,WA,NW,Cle Elum
-123.311,47.409,OXBO,Oxbow Rustic,/360.956.2300,,,WA,W,Hoodsport
-124.668,48.153,OZET,Ozette - Olympic National Park,360.565.3130,,,WA,NW,Beaver
-124.207,47.216,PACI,Pacific Beach Military,360.276.4414,,military only - do not use our lat/lon - contact them for directions and info,WA,N,Pacific Beach
-124.204,47.207,PACI,Pacific Beach State Park,800.233.0321,all year,,WA,N,Ocean Shores
-119.634,48.916,PALM,Palmer Lake- State Forest,509.684.7474,see agency web site for open/closed status,,WA,N,Loomis
-117.437,46.865,PALO,Palouse Empire Fair,509.397.3753,,grassy area,WA,W,Colfax
-118.224,46.667,PALO,Palouse Falls State Park,509.549.3551,all year,tents only in campground - maybe RVs in upper parking area,WA,,Washtucna
-117.265,48.506,PANH,Panhandle,509.447.7316/509.684.7000,mid may-late aug,,WA,N,Usk
-117.706,46.204,PANJ,Panjab,509.843.1891/541.278.3716,,,WA,SE,Dayton
-121.671,48.723,PANO,Panorama Point,541.338.7869,early jun-mid sep,,WA,N,Concrete
-121.876,45.821,PANT,Panther Creek,509.395.3401/360.891.5001,early jun-mid sep,,WA,NW,Carson
-121.934,45.949,PARA,Paradise Creek,509.395.3401/360.891.5001,early jun-mid sep,,WA,N,Carson
-122.703,45.866,PARP,Paradise Point State Park,360.263.2350,all year,,WA,SE,Woodland
-121.666,48.736,PARK,Park Creek,360.856.5700/425.783.6000,early jun-mid sep,,WA,N,Concrete
-117.514,46.292,PATA,Pataha,509.843.1891/541.278.3716,,,WA,S,Pomeroy
-119.9,48.052,PATE,Pateros City Park,,,unknown facilities,WA,,Pateros
-120.146,48.487,PEAR,Pearrygin Lake State Park,509.996.2370,early apr-late oct,,WA,E,Winthrop
-122.744,47.259,PENR,Penrose Point State Park,253.884.2514,early apr-late sep,,WA,SW,Purdy
-121.658,45.969,PETE,Peterson Prairie,509.395.3401/360.891.5001,early jun-mid sep,,WA,W,Trout Lake
-120.849,48.07,PHEL,Phelps Creek,509.548.6977/509.664.9200,,,WA,N,Leavenworth
-118.139,48.904,PIER,Pierre Lake,509.738.7700/509.684.7000,,,WA,NE,Orient
-124.099,48.198,PILL,Pillar Point Rec Area,360.963.2301,,,WA,SE,Sekiu
-120.424,47.759,PINE,Pine Flat,509.784.1511/509.664.9200,,,WA,NW,Entiat
-117.054,48.213,PION,Pioneer Park,509.447.7316/509.684.7000,mid may-late aug,,WA,N,Newport
-121.326,46.942,PLEA,Pleasant Valley,509.653.1410/509.664.9200,early jun-mid sep,,WA,W,Cliffdell
-119.357,45.934,PLYM,Plymouth Park,541.506.7819,early apr-late oct,,WA,W,Plymouth
-120.497,48.422,POPL,Poplar Flat,509.996.4003/509.664.9200,,,WA,W,Twisp
-118.177,47.896,PORC,Porcupine Bay - Lake Roosevelt National Rec Area,509.725.2715,all year,,WA,N,Davenport
-123.256,46.978,PORT,Porter Creek- State Forest,360.577.2025,see agency web site for open/closed status,,WA,E,Elma
-119.351,46.982,POTH,Potholes State Park,509.346.2759,all year,,WA,NW,Othello
-123.159,47.361,POTL,Potlatch State Park,360.877.5361,all year,,WA,N,Shelton
-120.496,48.147,PRIN,Prince Creek,509.682.2576/509.664.9200,,private boat or ferry from Chelan,WA,NW,Chelan
-123.921,47.264,PROL,Promised Land Park - Rayonier Timber Co,,,,WA,NE,Humptulips
-117.171,46.726,PULL,Pullman RV Park,509.338.3227,,,WA,SE,Pullman
-120.657,48.313,PURP,Purple Point,608.264.5610,,in Stehekin - private boat or ferry from Chelan,WA,N,Stehekin
-124.018,47.626,QUEE,Queets,360.565.3130,,large RV NOT recommended,WA,,
-122.88,47.822,QUIL,Quilcene County Park,360.385.9129,,swim,WA,W,Quilcene
-119.928,47.141,QUIN,Quincey Lake - WDFW,,,Fish/Wildlife sites may have few facilitiies,WA,NW,George
-123.233,46.63,RAIN,Rainbow Falls State Park,360.291.3767,all year,,WA,W,Chehalis
-118.728,48.481,RAIC,Rainey Creek,509.548.6977/509.664.9200,,,WA,,
-120.145,48.542,RAMS,Ramsey Creek - WDFW,,,Fish/Wildlife sites may have few facilitiies,WA,NE,Winthrop
-121.532,47.014,RANG,Ranger Creek Airstrip,/425.783.6000,,,WA,SE,Enumclaw
-121.907,48.517,RASA,Rasar State Park,360.826.3942,all year,,WA,W,Concrete
-119.808,48.176,RATL,Rat Lake - WDFW,,,Fish/Wildlife sites may have few facilitiies,WA,N,Brewster
-121.652,48.071,REDB,Red Bridge,360.436.1155/425.783.6000,early jun-mid sep,,WA,E,Granite Falls
-121.102,47.367,REDM,Red Mountain,509.852.1100/509.664.9200,,,WA,NW,Cle Elum
-120.588,48.2,REFR,Refrigerator Harbor,509.682.2576/509.664.9200,,private boat or ferry from Chelan,WA,NW,Chelan
-119.254,46.506,RING,Ringold Springs - WDFW,,all year,Fish/Wildlife sites may have few facilitiies,WA,SW,Basin City
-118.091,46.577,RIPA,Riparia Park - Snake River,,,,WA,SW,Hay
-120.552,48.653,RIVE,River Bend,509.996.4003/509.664.9200,,,WA,NW,Mazama
-122.078,48.18,RIVM,River Meadows County Park,360.435.3441,,,WA,SE,Arlington
-120.788,47.962,RIVL,Riverbend  - Law,509.548.6977/509.664.9200,,,WA,N,Leavenworth
-122.222,48.491,RIVE,Riverfront RV Park - Sedro Woolley,,,,WA,SE,Sedro-Woolley
-117.496,47.697,RIVS,Riverside State Park,509.465.5064,all year,,WA,SE,Nine Mile Falls
-120.577,48.461,ROAD,Roads End,509.996.4003/509.664.9200,,swim in river,WA,W,Twisp
-120.461,45.719,ROCK,Rock Creek Park - Columbia River Gorge,,,,WA,E,Lyle
-122.324,45.765,ROC2,Rock Creek- State Forest,360.577.2025,see agency web site for open/closed status,,WA,SE,Yacolt
-119.759,48.406,ROC3,Rock Creek- State Forest,,see agency web site for open/closed status,,WA,W,Okanogan
-120.918,47.608,ROCI,Rock Island,509.548.6977/509.664.9200,,,WA,W,Leavenworth
-119.787,48.453,ROC4,Rock Lakes- State Forest,,see agency web site for open/closed status,,WA,NW,Okanogan
-117.871,48.494,ROC1,Rocky Lake- State Forest,509.684.7474,see agency web site for open/closed status,,WA,S,Colville
-122.221,46.774,ROCK,Rocky Point  - Alder Lake,888.226.7688,,,WA,,Eatonville
-122.698,48.322,ROCK,Rocky Point RV Military - Whidbey Island,360.257.2178,,military only - do not use our lat/lon - contact them for directions and info,WA,NW,Oak Harbor
-120.222,45.732,ROOS,Roosevelt Park - Columbia River Gorge,,,no designated sites - RVs park in lot,WA,S,Roosevelt
-121.071,48.985,ROSS,Ross Lake NRA,360.854.7200,,,WA,,
-119.128,48.608,ROUN,Round Lake - WDFW,,early may-late oct,Fish/Wildlife sites may have few facilitiies,WA,SE,Tonasket
-120.463,46.752,ROZA,Roza - Yakima River Canyon,509.536.1200,,unknown facil,WA,N,Yakima
-120.258,48.681,RUFF,Ruffed Grouse,509.996.4003/509.664.9200,,,WA,N,Twisp
-121.762,46.118,SADD,Saddle,509.395.3401/360.891.5001,,,WA,,
-121.1,47.401,SALL,Salmon La Sac,509.852.1100/509.664.9200,early jun-late aug,,WA,NW,Cle Elum
-119.842,48.658,SALM,Salmon Meadows,509.486.2186/509.664.9200,,,WA,NW,Conconully
-123.696,48.162,SACR,Salt Creek County Rec Area,360.928.3441,,,WA,W,Port Angeles
-121.366,47.89,SANJ,San Juan,360.677.2414/425.783.6000,,,WA,E,Gold Bar
-123.159,48.541,SANU,San Juan Island County Park,360.378.8420,,take auto ferry - get reservations,WA,W,San Juan Islan
-121.56,48.411,SAUK,Sauk Park,360.853.8808,mid apr-late oct,unknown facilities,WA,SE,Concrete
-121.095,46.975,SAWM,Sawmill Flat,509.653.1410/509.664.9200,mid may-late sep,,WA,NW,Naches
-122.845,47.643,SCEN,Scenic Beach State Park,360.830.5079,early may-late sep,,WA,W,Seabeck
-120.802,47.974,SCHA,Schaefer Creek,509.548.6977/509.664.9200,,,WA,N,Leavenworth
-123.466,47.096,SCHS,Schafer State Park,360.482.3852,mid apr-late sep,,WA,NW,Elma
-122.893,47.711,SEAL,Seal Rock,360.765.2200/360.956.2300,,,WA,N,Brinnon
-122.818,46.296,SEAQ,Seaquest State Park,360.274.8633,all year,,WA,E,Castle Rock
-123.026,48.039,SEQU,Sequim Bay State Park,360.683.4235,all year,,WA,SE,Sequim
-121.599,48.739,SHAN,Shannon Creek,360.856.5700/425.783.6000,early jun-mid sep,,WA,NE,Burlington
-122.936,48.565,SHAW,Shaw County Park (Shaw Island),,,take auto ferry-2 mi dock to camp,WA,S,Shaw Island
-117.836,48.96,SHEE,Sheep Creek- State Forest,509.684.7474,see agency web site for open/closed status,,WA,N,Kettle Falls
-118.463,48.605,SHER,Sherman Overlook,509.738.7700/509.684.7000,,,WA,W,Kettle Falls
-123.157,46.895,SHER,Sherman Valley- State Forest,360.577.2025,see agency web site for open/closed status,,WA,NE,Oakville
-120.16,48.621,SHRE,Shrew - WDFW,,,Fish/Wildlife sites may have few facilitiies,WA,N,Winthrop
-120.539,47.96,SILF,Silver Falls,509.784.1511/509.664.9200,,,WA,NW,Entiat
-121.698,48.905,SILV,Silver Fir,360.856.5700/425.783.6000,early jun-mid sep,,WA,E,Maple Falls
-121.531,46.994,SILS,Silver Springs,/425.783.6000,early jun-mid sep,,WA,S,Greenwater
-119.69,48.696,SINL,Sinlahekin Creek - WDFW,,,Fish/Wildlife sites may have few facilitiies,WA,W,Tonasket
-123.46,46.271,SKAM,Skamokawa Vista City Park,360.795.8605,,,WA,W,Skamokawa
-117.227,48.292,SKOO,Skookum Creek- State Forest,,see agency web site for open/closed status,,WA,NW,Newport
-118.06,48.733,SNAG,Snag Cove - Lake Roosevelt National Rec Area,509.633.9441,all year,,WA,,
-120.29,47.96,SNOW,Snowberry,509.682.2576/509.664.9200,,,WA,NW,Chelan
